Source reference number,Document title,URL,"Date of document (if applicable)",Date accessed
24,Traffic management - Mobile Internet,https://www.vodafone.co.uk/cs/groups/public/documents/webcontent/pdf_phone_and_simo.pdf,Unknown,"2018-09-27"
25,Traffic management - Broadband,https://www.vodafone.co.uk/cs/groups/public/documents/webcontent/pdf_broadband_and_talk.pdf,Unknown,"2018-09-27"
26,Making a Complaint,https://www.vodafone.co.uk/help-and-information/complaints,Unknown,"2018-09-27"
27,Child Safety Online,https://www.vodafone.com/content/sustainabilityreport/2014/index/operating_responsibly/child_safety_online.html,Unknown,"2018-09-27"
28,Vodafone LAW ENFORCEMENT ASSISTANCE GLOBAL POLICY STANDARD,https://www.vodafone.com/content/dam/vodafone/about/sustainability/lawenforcementassistance.pdf,Unknown,"2018-10-07"
29,Pay as you go SIM,https://freesim.vodafone.co.uk/,Unknown,"2018-10-07"
30,Customer privacy,https://www.vodafone.com/content/dam/vodafone-images/sustainability/drf/pdf/vodafone_drf_customer_privacy.pdf,Unknown,"2018-10-07"
31,Vodafone Sustainable Business Report 2017,http://www.vodafone.com/content/dam/vodafone-images/sustainability/downloads/sustainablebusiness2017.pdf,2017,"2018-11-08"
32,Vodafone Legal Annex (2016),http://www.vodafone.com/content/dam/vodafone-images/sustainability/drf/pdf/vodafone_drf_law_enforcement_disclosure_legal_annexe_2016.pdf,Unknown,"2018-11-09"
33,Vodafone’s Alignment with the Telecommunications Industry Dialogue Guiding Principles Digital Rights and Freedoms Vodafone Group Plc,http://www.vodafone.com/content/dam/vodafone-images/sustainability/drf/pdf/vodafone_drf_alignment_telecom_industry_dialogue_principles.pdf,Unknown,"2018-11-10"
34,Vodafone Sustainable Business Report 2017,http://www.vodafone.com/content/dam/vodafone-images/sustainability/downloads/sustainablebusiness2017.pdf,2017,"2018-12-05"
35,Vodafone Group Sustainability Report 2015,http://www.vodafone.com/content/dam/sustainability/2015/pdf/vodafone-full-report-2015.pdf,2015,"2018-12-05"
36,Vodafone Complaints Code,https://www.vodafone.co.uk/help-and-information/complaints/code-of-practice,Unknown,"2019-02-14"
